Price,employees,CEO_age,intra_day_up,intra_week_up,intra_month_up,Symbol,ipoDate,sector,IPO_weekday,firstday_volume,inweek_volume,inmonth_volume,SP500_lastweek_return
13.0,40.0,64.0,0,1,0,RARX,2016-10-26,Healthcare,2,3885936.0,1238941.01,3207286.717700001,0.0008720298418131949
18.0,5565.0,62.0,1,1,0,FRTA,2016-10-20,Basic Materials,3,8592319.0,3913434.2999,16971636.1382,0.0003125123015323972
17.0,373.0,66.0,0,0,0,IRTC,2016-10-20,Healthcare,3,6006352.0,1719061.8895999999,4742704.2634,0.0003125123015323972
14.0,77.0,43.0,0,0,0,CRSP,2016-10-19,Healthcare,2,1884289.0,1002224.8329000002,3155979.436499999,-0.0012690230759180457
15.0,500.0,68.0,1,1,1,TUSK,2016-10-14,Energy,4,5896628.0,2742563.3401000006,6606310.2395,-0.0017662229114940864
19.0,120.0,57.46021093000968,0,0,0,XOG,2016-10-12,Energy,2,19723287.0,9530390.48,29971749.535999995,-0.001446396104513232
18.0,360.0,49.0,1,1,1,AZRE,2016-10-12,Utilities,2,3218415.0,1467255.5261000004,2410459.297800002,-0.001446396104513232
5.5,12.0,50.0,1,1,1,AZRX,2016-10-11,Healthcare,1,115825.0,451455.0333999999,653167.5792000003,-0.0020760081855207995
22.0,7444.0,48.0,1,1,0,CWH,2016-10-07,Consumer Cyclical,4,11437686.0,3675146.6910000006,10084571.264000006,-0.0011492761439443175
8.0,86.0,65.0,0,1,1,MRAM,2016-10-07,Technology,4,1793675.0,1071981.6775,2233376.2452,-0.0011492761439443175
18.0,5400.0,57.0,0,0,0,ADSW,2016-10-06,Industrials,3,11662315.0,3780202.4839999997,11261343.105,7.215776603388045e-05
15.0,51.0,53.0,0,1,1,OBLN,2016-10-06,Healthcare,3,2849372.0,1249611.1900000002,3529033.7667000014,7.215776603388045e-05
18.0,590.0,49.0,0,0,0,COUP,2016-10-06,Technology,3,16892884.0,8933307.283999998,16920164.249699995,7.215776603388045e-05
18.0,528.0,63.0,0,0,0,WAAS,2016-10-06,Utilities,3,3629177.0,895504.7817000002,4471705.614500003,7.215776603388045e-05
6.98,4.0,62.0,1,1,1,MTFB,2016-11-18,Healthcare,4,122578.0,330608.1157000001,652044.1013000001,0.001232199720440419
11.0,97.0,54.0,0,0,0,SND,2016-11-04,Basic Materials,4,3419700.0,4970300.0,8690500.0,-0.0036598882618672024
10.0,573.0,55.0,1,1,1,GDS,2016-11-02,Technology,2,10332000.0,13311700.0,16259000.0,-0.0035811179562395784
4.0,87.0,45.0,0,0,0,HEBT,2016-12-27,Industrials,1,12457.0,93620.48429999998,698771.4510000002,0.0004345375763665306
11.0,1183.0,46.0,0,0,0,TRVG,2016-12-16,Consumer Cyclical,4,19266400.0,9381670.672999999,24212113.144499984,0.001073728734969042
9.0,530.0,71.0,0,0,0,ICHR,2016-12-09,Technology,4,2296748.0,681179.0957,4861887.782399999,0.003910748619952823
8.0,27.0,73.0,0,0,1,SNES,2016-12-08,Basic Materials,3,384411.0,323056.1799,1133212.0144,0.002683264501945369
7.0,103.0,71.0,0,0,0,POLA,2016-12-07,Industrials,2,1180226.0,801890.42,2182183.0996000017,0.0025655430757881886
20.0,5.0,65.0,1,1,1,IIPR,2016-12-01,Real Estate,3,1191226.0,1989788.6553999996,3503130.308199998,-0.00045719028323425767
15.0,30.0,64.0,1,1,1,JAG,2017-01-27,Energy,4,15783498.0,6412691.2409999985,25004052.751,0.0014365199897229555
23.0,20800.0,59.0,0,0,0,JELD,2017-01-27,Basic Materials,4,16024977.0,5858324.255,21682520.678700004,0.0014365199897229555
16.0,85.0,63.0,0,0,0,JNCE,2017-01-27,Healthcare,4,4288260.0,1315595.7709000001,4390170.811299998,0.0014365199897229555
22.0,6000.0,69.0,0,0,0,REVG,2017-01-27,Consumer Cyclical,4,8868629.0,2679978.0551,8586884.287400002,0.0014365199897229555
15.0,27.0,70.0,1,1,1,OBSV,2017-01-26,Healthcare,3,3305134.0,928186.5151000001,1837383.0877000003,0.0018122654112125516
15.0,49.0,46.0,0,0,0,ANAB,2017-01-26,Healthcare,3,3318286.0,599504.6495,2827836.4806,0.0018122654112125516
19.0,1251.0,61.0,0,0,1,FRAC,2017-01-20,Energy,4,19059307.0,13813324.97,46599026.23190001,0.00015540709884174855
13.5,180.0,72.0,1,1,1,CLPR,2017-02-10,Real Estate,4,1125393.0,573766.6500000001,2096856.6965000005,0.002279779805702566
14.0,3401.0,58.0,0,0,0,FBM,2017-02-10,Industrials,4,5375531.0,1245067.7301000005,7758872.242200004,0.002279779805702566
5.0,2.0,57.46021093000968,1,1,1,SACH,2017-02-10,Real Estate,4,430700.0,568200.0,771300.0,0.002279779805702566
13.5,46.0,57.0,0,1,1,METC,2017-02-03,Basic Materials,4,3843236.0,3451445.9948,8599697.7658,-5.255231909825512e-05
18.0,0.0,64.0,1,1,1,KRP,2017-02-03,Energy,4,1637333.0,786184.2198000001,2170172.7350000003,-5.255231909825512e-05
14.0,67800.0,56.0,1,0,0,LAUR,2017-02-01,Consumer Defensive,2,10698096.0,5241605.505,20444517.435000002,0.0009125357788074868
20.0,907.0,41.0,1,1,1,INVH,2017-02-01,Real Estate,2,30832753.0,15663755.530000001,38924486.39100002,0.0009125357788074868
14.0,424.0,64.0,0,0,0,AYX,2017-03-24,Technology,4,8660540.0,2975357.5151000004,9433537.360399999,-0.002481895801877156
10.0,82.0,57.0,0,0,0,VLRX,2017-03-23,Healthcare,3,62.0,7737.719999999998,19055.160000000025,-0.0011649317096635065
6.0,5.0,66.0,1,1,1,TRPX,2017-03-22,Healthcare,2,11933714.20209696,9200985.52575441,26558084.22784357,-0.0014961827831172978
14.0,642.0,61.0,0,1,1,PUMP,2017-03-17,Energy,4,13512400.0,23538400.0,38797300.0,0.0009271284176386452
19.0,23500.0,57.46021093000968,0,0,0,ARD,2017-03-15,Consumer Cyclical,2,9892831.0,2222229.2350000003,4439389.764500001,0.000604762150688974
14.0,2800.0,63.0,0,0,0,PSDO,2017-03-10,Technology,4,10101332.0,2140604.1300000004,8977643.356400004,-0.0013946096369076924
13.0,3801.0,67.0,1,1,1,JILL,2017-03-09,Consumer Cyclical,3,9893657.0,3255092.2162000006,9652608.537200004,9.184528654477513e-05
20.0,25.0,51.0,1,1,0,BYSI,2017-03-09,Healthcare,3,160300.0,91791.8814,303338.6786999998,9.184528654477513e-05
17.0,1859.0,31.0,0,0,0,SNAP,2017-03-02,Technology,3,217048865.0,386866675.2099999,939212530.1497002,0.0010119616581511584
16.0,290.0,68.0,0,0,0,HLNE,2017-03-01,Financial Services,2,7162670.0,1839553.2399999995,6542522.000099999,0.0027130968959264224
15.0,1470.0,60.0,0,0,0,CLDR,2017-04-28,Technology,4,14869451.0,9061144.73,26821166.455700003,0.002801002311072403
15.0,1067.0,39.0,1,1,1,CVNA,2017-04-28,Consumer Cyclical,4,11297841.0,9751587.360000001,32115608.2658,0.002801002311072403
17.0,430.0,59.0,0,0,0,EEX,2017-04-28,Industrials,4,6609421.0,2778806.7419999996,8748206.962400004,0.002801002311072403
17.0,197.0,58.0,0,0,0,NCSM,2017-04-28,Energy,4,4577678.0,1002870.2748000001,4576733.8398,0.002801002311072403
6.0,3119.0,57.46021093000968,0,0,0,XRF,2017-04-28,Financial Services,4,3767069.0,3040142.0325999996,7198620.185500001,0.002801002311072403
13.0,136.0,50.0,0,0,1,ZYME,2017-04-28,Healthcare,4,953887.0,271896.81720000005,888067.173,0.002801002311072403
13.5,12.0,67.0,0,0,1,VRNA,2017-04-27,Healthcare,3,586652.0,94615.48890000001,295483.5058,0.002829116066620872
21.0,4391.0,56.0,0,0,0,FND,2017-04-27,Consumer Cyclical,3,9423800.0,2890536.3748999997,9928092.077999996,0.002829116066620872
4.8,90.0,62.0,0,0,0,CATS,2017-04-26,Healthcare,2,2.0,33889658.92909997,164933462.43927416,0.0023353589713750456
14.0,1700.0,51.0,1,1,0,WTTR,2017-04-21,Industrials,4,3662578.0,2704975.899700001,7527555.500400002,-0.0002941194968943802
10.0,61.0,60.0,0,0,0,TOCA,2017-04-13,Healthcare,3,1476773.0,1082363.2256,4526111.0589,-0.001896188582269111
20.0,1193.0,62.0,0,0,0,CADE,2017-04-13,Financial Services,3,5392979.0,1446172.82,4655812.945600004,-0.001896188582269111
19.0,1130.0,61.0,1,1,1,HCC,2017-04-13,Basic Materials,3,11336551.0,7132833.100000001,17452520.21500001,-0.001896188582269111
11.0,630.0,42.0,0,0,0,YEXT,2017-04-13,Technology,3,11336164.0,5721209.6141,12229669.6195,-0.001896188582269111
18.0,2687.0,48.0,0,1,0,NETS,2017-04-12,Consumer Cyclical,2,5493838.0,2617896.5100000002,7495858.130000001,-0.0008427290427815188
17.0,898.0,50.0,0,0,0,OKTA,2017-04-07,Technology,4,7942540.0,4495016.930000002,10149191.522899998,-0.0003364317914701217
19.0,19300.0,58.0,1,1,1,SNDR,2017-04-06,Industrials,3,16878321.0,13337635.530000003,35825160.90480001,-6.322394219200016e-05
6.5,540.0,59.0,0,0,0,ELVT,2017-04-06,Financial Services,3,3695000.0,4665900.0,6230300.0,-6.322394219200016e-05
23.0,0.0,68.0,1,1,1,HESM,2017-04-05,Energy,2,9768437.0,2826123.5520999995,6977768.525499997,0.0006970567646019031
12.0,753.0,49.0,0,0,0,APPN,2017-05-25,Technology,3,4949200.0,10039900.0,14183000.0,0.000886454554254861
17.0,3000.0,60.0,1,0,0,WOW,2017-05-25,Communication Services,3,8612587.0,5454459.6646,13161533.0689,0.000886454554254861
11.0,1139.0,63.0,0,0,0,SGH,2017-05-24,Technology,2,1415330.0,549323.4694000001,2943897.6961000003,0.00015376235536312954
17.0,67.0,50.0,0,0,0,ARGX,2017-05-18,Healthcare,3,798779.0,475126.89169999986,935580.122,-0.0018446326606553923
10.5,6079.0,57.46021093000968,0,0,0,BEDU,2017-05-18,Consumer Defensive,3,5471226.0,2517702.3699000003,5051724.042999999,-0.0018446326606553923
15.0,31.0,58.0,0,0,0,GTHX,2017-05-17,Healthcare,2,2707317.0,635136.0595,2682797.1716000005,-0.002517785076826048
12.0,101.0,57.0,1,1,1,SOI,2017-05-12,Energy,4,4329499.0,1809211.6800000004,9074214.826000001,0.00016747803832255808
7.0,157.0,64.0,0,0,0,ASV,2017-05-12,Industrials,4,631989.0,272240.7613,772533.4208999998,0.00016747803832255808
20.0,6100.0,47.0,0,0,0,GDI,2017-05-12,Technology,4,10933718.0,12067627.870000003,32407475.447499983,0.00016747803832255808
15.0,150.0,50.0,1,1,1,VERI,2017-05-12,Technology,4,1625362.0,1983235.9358999995,3743663.803799999,0.00016747803832255808
14.0,200.0,63.0,1,0,1,FPH,2017-05-10,Real Estate,2,5481426.0,2623191.5073000006,6030960.570500001,0.0006758980250410092
27.0,397.0,56.0,0,0,0,GNTY,2017-05-09,Financial Services,1,154500.0,33889658.92909997,164933462.43927416,0.000761853617288485
15.0,31.0,69.0,1,1,1,OVID,2017-05-05,Healthcare,4,1592121.0,333133.03380000003,1772539.1512999998,0.0007086501019878558
13.0,33.0,60.0,0,0,0,URGN,2017-05-04,Healthcare,3,1407488.0,708992.5499999998,1611567.6243999996,5.5164546049099196e-05
23.5,0.0,57.46021093000968,1,1,1,AMGP,2017-05-04,Healthcare,3,13740792.0,6735764.9042,23542856.70920001,5.5164546049099196e-05
17.0,18.0,51.0,0,0,0,BHVN,2017-05-04,Healthcare,3,3944070.0,1987347.4999,6419118.1877999995,5.5164546049099196e-05
19.0,791.0,51.0,0,0,0,BY,2017-06-30,Financial Services,4,3492724.0,502531.54,1882346.1725999988,-0.000701516386741747
15.0,15.0,52.0,1,1,1,ALRN,2017-06-29,Healthcare,3,2168766.0,972804.6842,2335667.4222000004,-0.0010037844154238776
10.0,5137.0,48.0,0,1,1,APRN,2017-06-29,Consumer Cyclical,3,41050875.0,42491236.349999994,139445375.56930003,-0.0010037844154238776
17.0,7.0,57.0,0,0,0,DOVA,2017-06-29,Healthcare,3,2054797.0,1142446.9181999997,4939599.0101000015,-0.0010037844154238776
15.0,68.0,58.0,1,1,0,MRSN,2017-06-28,Healthcare,2,2701309.0,1372495.0471000003,3005643.0759000015,-0.0007318721461661015
14.0,50.0,54.0,0,0,0,ESQ,2017-06-27,Financial Services,1,715342.0,216437.60649999994,990814.0425000002,-0.0007977061057316151
6.0,3.0,47.0,0,0,0,ATXI,2017-06-27,Healthcare,1,580236.0,247512.72309999997,992617.1301000002,-0.0007977061057316151
19.5,0.0,66.0,1,1,1,GPMT,2017-06-23,Real Estate,4,4912454.0,3408553.8086,7405005.635200005,3.101736761955211e-05
20.0,0.0,59.0,1,1,1,SAFE,2017-06-22,Real Estate,3,3224319.0,2396822.4261,5861358.910600002,-0.000334232105840366
5.0,7.0,59.0,1,1,1,SGBX,2017-06-22,Industrials,3,457971.0,1030764.9738999999,3730147.075899998,-0.000334232105840366
30.0,15300.0,57.46021093000968,1,1,1,ATUS,2017-06-22,Communication Services,3,31457257.0,18850110.3651,41367016.67609999,-0.000334232105840366
13.0,46.0,57.46021093000968,0,0,0,BOMN,2017-06-16,Industrials,4,100.0,300.0,1680.0,2.595416955353258e-06
5.0,4.0,76.0,0,0,0,ADOM,2017-06-15,Consumer Cyclical,3,86108.0,779455.9225,3385881.137499999,0.00018611225401962299
11.0,437.0,62.0,0,0,0,ATNX,2017-06-14,Healthcare,2,1951731.0,1876775.7957000004,5833789.435800002,0.00010904913697559351
19.0,9.0,57.0,1,1,1,PLYM,2017-06-09,Real Estate,4,276100.0,441300.0,875300.0,0.0011839444991636075
9.99,8.0,75.0,1,1,1,IMRN,2017-06-09,Healthcare,4,185700.0,790100.0,1112800.0,0.0011839444991636075
11.0,76.0,63.0,0,0,0,SSTI,2017-06-07,Technology,2,1825223.0,1356501.6994999999,3295900.9197000004,0.001026543230299096
5.0,95.0,48.0,0,0,0,NEWA,2017-07-28,Industrials,4,156233.0,463168.37889999995,2059951.0616000004,-9.903342545499896e-05
15.0,2193.0,50.0,0,0,0,RDFN,2017-07-28,Real Estate,4,9493119.0,21882394.479999997,48997210.00769998,-9.903342545499896e-05
15.0,43.0,57.0,0,0,0,SNNA,2017-07-27,Healthcare,3,2438916.0,922093.3661999998,2987028.414,0.0008600744222392003
23.0,177.0,69.0,1,1,1,RBB,2017-07-26,Financial Services,2,2038475.0,898542.301,2639588.1561,0.00108443808120887
16.0,202.0,50.0,0,0,0,PETQ,2017-07-21,Healthcare,4,4339199.0,3513880.3949999996,9379924.588000005,0.001706305760844137
15.0,25.0,56.0,1,0,0,KALA,2017-07-20,Healthcare,3,3922664.0,2810300.1585999997,6619040.525899999,0.0028025170870913546
8.0,27.0,57.46021093000968,0,0,0,CLXT,2017-07-20,Consumer Defensive,3,1406128.0,694623.3583000001,1713491.7465000001,0.0028025170870913546
8.0,30.0,54.0,1,0,0,AKCA,2017-07-14,Healthcare,4,5535246.0,5904082.963599999,12873607.016099995,0.0015761546135886523
6.0,14.0,69.0,0,1,1,CODX,2017-07-12,Healthcare,2,221800.0,613400.0,1394400.0,0.0011784439680422945
12.0,2.0,69.0,1,1,1,CSSE,2017-08-18,Consumer Cyclical,4,575951.0,783866.4802,2115692.2147999993,-0.0027865916627249116
14.5,663.0,53.0,1,1,1,RNGR,2017-08-11,Energy,4,2093200.0,2646300.0,3658200.0,-0.0020891805815976667
5.5,2045.0,56.0,0,1,1,YOGA,2017-08-11,Consumer Cyclical,4,3619826.0,872970.7751999999,3018715.6026999997,-0.0020891805815976667
17.87,118.0,52.0,1,0,0,ZEAL,2017-08-09,Healthcare,2,1715003.0,504358.2199000001,1964081.3326000008,0.00021662448050604625
10.0,32.0,38.0,0,0,0,CIFS,2017-08-08,Financial Services,1,154596.0,552332.7276,2478243.216600001,0.00016454777525761903
20.0,4500.0,59.0,1,1,0,VNTR,2017-08-03,Basic Materials,3,11443718.0,7450040.280000001,19557415.169000003,-0.0002858822863136228
15.0,24.0,57.46021093000968,1,0,0,CMTA,2017-08-02,Healthcare,2,5389978.0,1725248.4599000004,4625351.245200002,0.00044366426568387407
17.5,2949.0,60.0,1,1,1,PQG,2017-09-29,Basic Materials,4,10232692.0,6391075.580000001,22316150.062599994,0.0006352660137316184
14.0,696.0,56.0,0,0,0,ROKU,2017-09-28,Communication Services,3,39265871.0,96748066.47990002,157463597.36440003,0.00019658569007379484
17.0,42.0,51.0,0,0,1,DCPH,2017-09-28,Healthcare,3,5789212.0,2446534.0042999997,6687331.2344,0.00019658569007379484
15.0,16.0,54.0,0,0,1,NCNA,2017-09-28,Healthcare,3,1869522.0,1277990.3072999998,3077157.1591,0.00019658569007379484
14.0,23.0,65.0,0,0,0,NITE,2017-09-28,Healthcare,3,2740198.0,1226390.349,3083852.4043000005,0.00019658569007379484
18.5,4434.0,51.0,0,0,0,RYB,2017-09-27,Consumer Defensive,2,7568404.0,6316916.930000001,17515810.773900002,0.00018309709461350465
13.0,544.0,57.46021093000968,1,1,1,SECO,2017-09-22,Consumer Cyclical,4,748800.0,1492620.0,2284860.0,0.00022125769915278974
17.0,0.0,59.0,1,1,1,OMP,2017-09-21,Energy,3,3904393.0,2395773.1070000003,4640923.947000002,0.00023687584150076737
4.25,220.0,49.0,0,0,0,PETZ,2017-09-21,Consumer Defensive,3,237719.0,1609678.8401000008,5220741.3991,0.00023687584150076737
26.0,2781.0,56.0,0,0,0,DESP,2017-09-20,Consumer Cyclical,2,10174576.0,5485753.289999999,11936497.363199998,0.0011525709428378272
9.5,15.0,60.0,0,0,0,CELC,2017-09-20,Healthcare,2,1207900.0,1854100.0,2533300.0,0.0011525709428378272
10.0,7.0,57.0,0,1,1,KRYS,2017-09-20,Healthcare,2,456508.0,361891.3288,1077574.6004999995,0.0011525709428378272
18.0,52.0,56.0,0,0,0,ZLAB,2017-09-20,Healthcare,2,5031495.0,3438180.5648999996,8308674.9742,0.0011525709428378272
20.0,0.0,59.0,1,1,1,TRMT,2017-09-14,Real Estate,3,1450084.0,641266.0708999998,1827266.2435000006,0.002188727197050877
5.0,347.0,57.0,0,0,0,ZKIN,2017-09-01,Basic Materials,4,300344.0,610999.9051000001,1534750.6672999996,0.001892423844919008
22.0,809.0,57.0,0,0,0,FSCT,2017-10-27,Technology,4,5879848.0,1675189.9021999997,4829168.5886,0.0011101691192649335
16.0,157.0,68.0,1,0,0,MBIN,2017-10-27,Financial Services,4,2722260.0,878612.5664000001,2775911.288299999,0.0011101691192649335
16.0,5387.0,60.0,1,0,1,NEXA,2017-10-27,Basic Materials,4,6158275.0,3007712.610999999,9866979.692599999,0.0011101691192649335
22.0,10360.0,61.0,1,0,0,EYE,2017-10-26,Consumer Cyclical,3,6989086.0,4276064.116,11530657.641700005,6.292803462986425e-05
18.0,0.0,64.0,1,1,1,BPMP,2017-10-26,Energy,3,18495687.0,7972840.441099999,16528115.038199991,6.292803462986425e-05
12.0,30.0,56.0,1,1,1,FAT,2017-10-23,Consumer Cyclical,0,1541380.0,838909.6475000002,2082458.0746999993,0.0007880187306777975
6.0,26.0,45.0,1,0,1,LYL,2017-10-20,Financial Services,4,588603.0,3064650.0,4495176.0,0.0011145517433682433
14.5,2370.0,54.0,0,1,1,REDU,2017-10-20,Consumer Defensive,4,11544677.0,12729023.289999997,27086145.02930001,0.0011145517433682433
5.5,27.0,65.0,1,1,1,RMBL,2017-10-19,Consumer Cyclical,3,5000.0,4.900000000000001,27.440000000000023,0.0006412181086847665
15.0,5438.0,44.0,0,0,1,SE,2017-10-19,Technology,3,1195900.0,1476863.1199999999,70758895.07999997,0.0006412181086847665
24.0,826.0,55.0,0,0,0,MDB,2017-10-19,Technology,3,11508466.0,5903599.828399999,11767141.275299998,0.0006412181086847665
24.0,1014.0,39.0,0,1,1,QD,2017-10-18,Financial Services,2,33472490.0,64910588.449999996,241803759.17920002,0.0009261344468486048
16.0,41.0,61.0,0,0,0,OPTN,2017-10-13,Healthcare,4,3917692.0,1643846.8239999998,5362958.619799996,0.000869427567061495
13.0,62.0,71.0,0,0,0,KIDS,2017-10-12,Healthcare,3,2882048.0,1041135.582,2200341.6935000005,0.0009220865464687319
7.0,91.0,60.0,0,0,1,HAIR,2017-10-12,Healthcare,3,2819984.0,1578742.3027,2834457.226599999,0.0009220865464687319
16.0,514.0,58.0,0,0,0,CARG,2017-10-12,Technology,3,12276452.0,7044795.379,20090090.196400005,0.0009220865464687319
17.0,689.0,53.0,0,0,0,SWCH,2017-10-06,Technology,4,44498460.0,67234270.0,81312518.0,0.0023946343423221217
17.0,15.0,68.0,0,0,0,RYTM,2017-10-05,Healthcare,3,6979166.0,4136193.8006999996,7868730.983900002,0.003131602678614311
7.0,43.0,70.0,0,1,1,BOXL,2017-11-30,Technology,3,18900.0,55000.0,62800.0,0.0035904218625274803
5.0,223.0,59.0,0,0,0,RETO,2017-11-29,Basic Materials,2,301452.0,2328756.5600000005,9000650.357199999,0.002602526497820842
14.0,5729.0,44.0,1,1,1,BXG,2017-11-17,Consumer Cyclical,4,2954367.0,1395214.7800000003,4491821.641599999,-0.0008487267404095096
4.12,275.0,57.46021093000968,1,1,1,AMRH,2017-11-17,Technology,4,11933714.20209696,9200985.52575441,26558084.22784357,-0.0008487267404095096
12.0,765.0,60.0,0,0,0,SAIL,2017-11-17,Technology,4,15614647.0,8610166.148499997,18931922.348700006,-0.0008487267404095096
12.0,294.0,81.0,0,0,0,SBT,2017-11-17,Financial Services,4,5193048.0,1069084.8900000001,3746515.4623000002,-0.0008487267404095096
14.0,28.0,59.0,0,0,1,SCPH,2017-11-17,Healthcare,4,997203.0,267977.525,1214835.153,-0.0008487267404095096
15.0,5800.0,39.0,0,0,0,SFIX,2017-11-17,Consumer Cyclical,4,10327680.0,11578891.409999998,43099550.3591,-0.0008487267404095096
8.0,669.0,49.0,0,1,1,JT,2017-11-16,Technology,3,8542824.0,13619814.669999998,31830444.327000007,-0.0002673527275419855
10.0,39.0,57.46021093000968,0,0,0,ASNS,2017-11-16,Healthcare,3,11933714.20209696,9200985.52575441,26558084.22784357,-0.0002673527275419855
13.0,6454.0,45.0,0,1,1,PPDF,2017-11-10,Financial Services,4,9885748.0,7543272.699899999,40429304.1139,0.00016475900242975326
20.0,338.0,53.0,0,0,0,BAND,2017-11-10,Technology,4,2409304.0,1696565.7200000004,4410735.966699999,0.00016475900242975326
23.26,92.0,60.0,0,0,1,ERYP,2017-11-10,Healthcare,4,600.0,487.99999999999983,2732.8000000000056,0.00016475900242975326
14.0,28.0,50.0,0,1,0,APLS,2017-11-09,Healthcare,3,2297000.0,2808600.0,4767900.0,0.0005204381487475342
13.0,2315.0,44.0,1,0,1,SOGO,2017-11-09,Technology,3,42527129.0,38471902.8,77838002.06109996,0.0005204381487475342
35.0,118.0,59.0,0,0,0,MCB,2017-11-08,Financial Services,2,2582500.0,3405500.0,4231200.0,0.001192773334624388
10.0,607.0,60.0,1,1,1,FEDU,2017-11-08,Consumer Defensive,2,5490161.0,2519960.74,5885511.474,0.001192773334624388
15.0,17.0,50.0,0,1,0,IFRX,2017-11-08,Healthcare,2,1874000.0,2430800.0,2960100.0,0.001192773334624388
26.0,472.0,67.0,1,0,0,CBTX,2017-11-08,Financial Services,2,1062305.0,458558.68499999994,2162391.5924,0.001192773334624388
10.0,315.0,38.0,0,0,0,HX,2017-11-03,Financial Services,4,476808.0,1231272.2241999996,3322381.201500001,0.0017107297387158724
9.0,245.0,61.0,0,0,0,AQ,2017-11-03,Technology,4,4971052.0,3843075.9283,9844263.784299998,0.0017107297387158724
5.6,187.0,60.0,0,0,1,ACMR,2017-11-03,Technology,4,523518.0,288171.79000000004,814343.1384000004,0.0017107297387158724
14.0,29.0,41.0,1,0,1,SPRO,2017-11-02,Healthcare,3,2224706.0,775264.0200000001,2247126.4762,0.000602140433108784
14.0,27.0,52.0,1,1,1,ALNA,2017-11-02,Healthcare,3,2388768.0,982748.0049999999,2626588.3071000003,0.000602140433108784
18.0,4000.0,53.0,0,0,0,AQUA,2017-11-02,Industrials,3,14271600.0,20209800.0,26421300.0,0.000602140433108784
12.0,472.0,54.0,1,0,0,FNKO,2017-11-02,Consumer Cyclical,3,9761011.0,6960829.654599999,20568616.554299995,0.000602140433108784
13.0,2400.0,65.0,0,0,0,ALTR,2017-11-01,Technology,2,7533536.0,4072274.846,10815879.293800008,0.0008061322141497763
19.0,3258.0,48.0,1,0,0,LOMA,2017-11-01,Basic Materials,2,18872243.0,7156515.049999999,20423741.050199997,0.0008061322141497763
8.0,440.0,49.0,0,0,1,ICLK,2017-12-22,Consumer Cyclical,4,1224731.0,1962322.0150000001,5448252.624800001,0.0011050882920471564
9.0,2566.0,39.0,1,0,0,LX,2017-12-21,Financial Services,3,2232322.0,6780872.648599999,22834551.5238,0.0011029753716239282
5.0,391.0,41.0,0,0,1,DOGZ,2017-12-20,Consumer Defensive,2,184391.0,361310.8622000001,1066074.1484000008,0.0010405848349447039
13.0,664.0,59.0,0,0,0,CASA,2017-12-15,Technology,4,3320879.0,1605732.4245000007,7358912.668099999,0.002517153005145719
14.0,4600.0,57.46021093000968,1,0,0,NMRK,2017-12-15,Real Estate,4,9312062.0,5533619.469999999,17966054.5594,0.002517153005145719
18.0,125.0,46.0,0,0,0,DNLI,2017-12-08,Healthcare,4,3907938.0,3251691.746099999,11159893.282499995,0.0013856342959062764
10.75,274.0,61.0,1,1,1,LBC,2017-12-08,Financial Services,4,5072817.0,2139370.22,5767085.005900002,0.0013856342959062764
14.0,4200.0,57.0,0,0,0,CURO,2017-12-07,Financial Services,3,2553054.0,1102926.3099999998,4471254.067800002,0.0005462725784991836
24.0,50.0,55.0,1,1,1,ODT,2017-12-07,Healthcare,3,1228850.0,841788.803,1787868.0994999998,0.0005462725784991836
15.0,122.0,61.0,0,0,0,QTRX,2017-12-07,Healthcare,3,2346192.0,1048713.615,4015327.1956,0.0005462725784991836
16.0,550.0,48.0,0,0,0,AGS,2018-01-26,Consumer Cyclical,4,5379050.0,2313497.1699999995,5340817.081099996,0.0035562541528734487
16.0,60.0,48.0,0,0,0,SLDB,2018-01-26,Healthcare,4,3304587.0,2578659.8663999997,5611181.9932,0.0035562541528734487
15.0,7.0,50.0,0,0,0,TORC,2018-01-26,Healthcare,4,2376961.0,1052918.1638,3043188.2940999996,0.0035562541528734487
10.0,7.0,48.0,1,1,1,EYEN,2018-01-25,Healthcare,3,1071199.0,548232.0099000001,888471.8527999996,0.0032096620174434693
19.0,13500.0,57.0,1,1,1,GTES,2018-01-25,Industrials,3,19855751.0,13373182.520000001,25818587.421100006,0.0032096620174434693
17.0,32.0,56.0,0,0,0,MNLO,2018-01-25,Healthcare,3,5253445.0,2402714.3736,4442380.9421000015,0.0032096620174434693
21.5,1020.0,57.46021093000968,0,0,0,PAGS,2018-01-24,Technology,2,56901240.0,34671897.87009999,81113513.48390001,0.002620075085362613
23.0,1755.0,45.0,0,0,0,NINE,2018-01-19,Energy,4,6187457.0,2091977.4500000004,4449874.8207,0.0030472045655947078
14.0,18000.0,59.0,1,1,1,ADT,2018-01-19,Industrials,4,68187376.0,71641627.99429998,159416245.10330003,0.0030472045655947078
16.0,11000.0,55.0,0,0,0,COLD,2018-01-19,Real Estate,4,18176900.0,28957700.0,39823100.0,0.0030472045655947078
24.0,0.0,61.0,1,1,1,ILPT,2018-01-12,Real Estate,4,7513408.0,3855361.07,11772027.924100004,0.003814100241430886
17.0,1859.0,57.0,1,0,0,LBRT,2018-01-12,Energy,4,10448681.0,4042818.38,17341358.9073,0.003814100241430886
7.5,28.0,61.0,0,0,0,CUE,2018-01-02,Healthcare,1,354487.0,1179398.7699000002,2513960.119000001,0.0008877459963410526
4.0,111.0,55.0,0,0,0,FAMI,2018-02-16,Consumer Defensive,4,105193.0,508450.7807,3503781.6726999986,0.0028246036203674685
